Time (secs),Lat,Lon,Elev,Heart_Rate (bpm),HRmax (bpm),HRmin (bpm)
486,40.0140610,-79.5888500,289.7,86,122,112
487,40.0140800,-79.5888540,289.5,86,122,112
488,40.0140980,-79.5888570,289.4,86,122,112
489,40.0141200,-79.5888590,289.2,85,122,112
490,40.0141430,-79.5888580,289.0,85,122,112
491,40.0141640,-79.5888550,288.9,85,122,112
492,40.0141840,-79.5888510,288.7,85,122,112
493,40.0142080,-79.5888510,288.5,85,122,112
494,40.0142330,-79.5888530,288.3,85,122,112
495,40.0142600,-79.5888560,288.0,85,122,112
496,40.0142880,-79.5888590,287.8,85,122,112
497,40.0143140,-79.5888590,287.5,85,122,112
498,40.0143380,-79.5888570,287.3,85,122,112
499,40.0143660,-79.5888550,287.1,84,122,112
500,40.0143940,-79.5888520,286.8,84,122,112
501,40.0144160,-79.5888510,286.6,83,122,112
502,40.0144350,-79.5888500,286.4,83,122,112
503,40.0144520,-79.5888470,286.2,83,122,112
504,40.0144650,-79.5888450,286.1,82,122,112
505,40.0144780,-79.5888460,286.0,81,122,112
506,40.0144890,-79.5888490,285.8,81,122,112
507,40.0144990,-79.5888520,285.7,81,122,112
508,40.0144990,-79.5888520,285.7,81,122,112
509,40.0145140,-79.5888510,285.6,82,122,112
510,40.0145230,-79.5888490,285.5,82,122,112
511,40.0145230,-79.5888490,285.5,82,122,112
512,40.0145390,-79.5888480,285.3,83,122,112
513,40.0145390,-79.5888480,285.3,82,122,112
514,40.0145540,-79.5888430,285.2,82,122,112
515,40.0145540,-79.5888430,285.2,82,122,112
516,40.0145650,-79.5888380,285.1,82,122,112
517,40.0145650,-79.5888380,285.1,82,122,112
518,40.0145740,-79.5888340,285.0,82,122,112
519,40.0145830,-79.5888320,284.9,82,122,112
520,40.0145910,-79.5888240,285.3,82,122,112
521,40.0145990,-79.5888060,285.5,83,122,112
522,40.0146020,-79.5887830,285.6,84,122,112
523,40.0145990,-79.5887630,285.7,85,122,112
524,40.0145930,-79.5887420,285.9,86,122,112
525,40.0145820,-79.5887180,286.1,88,122,112
526,40.0145710,-79.5886920,286.4,87,122,112
527,40.0145580,-79.5886640,286.6,89,122,112
528,40.0145420,-79.5886330,286.9,89,122,112
529,40.0145230,-79.5886070,287.2,91,122,112
530,40.0145000,-79.5885820,287.5,92,122,112
531,40.0144840,-79.5885660,287.7,93,122,112
532,40.0144730,-79.5885550,287.8,95,122,112
533,40.0144630,-79.5885430,287.9,94,122,112
534,40.0144530,-79.5885320,288.0,95,122,112
535,40.0144430,-79.5885210,288.1,97,122,112
536,40.0144430,-79.5885210,288.1,98,122,112
537,40.0144320,-79.5885120,288.2,98,122,112
538,40.0144230,-79.5885020,288.2,100,122,112
539,40.0144130,-79.5884900,288.3,102,122,112
